0,1,0,0,0,0,1
7990,15331,7990,7275,3331,8177,8177
15,16,15,15,14,15,15
0,0,0,0,0,0,0
15,16,15,15,14,15,15
34,36,34,35,29,34,34
81,88,81,83,63,82,82
195,230,195,198,137,201,201
467,584,467,465,283,481,481
1013,1343,1013,991,518,1042,1042
1772,2662,1772,1695,771,1825,1825
2203,4213,2203,2029,826,2277,2277
1663,4312,1663,1388,563,1685,1685
486,1598,486,347,121,482,482
59,238,59,29,6,52,52
2,11,2,0,0,1,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,,0,0
,0,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,

0,2,1,5,0,1,1
7990,15331,7990,7275,3331,8177,8177
15,16,15,15,14,15,15
0,0,0,0,0,0,0
15,16,15,15,14,15,15
34,36,34,35,29,34,34
81,88,81,83,63,82,82
195,230,195,198,137,201,201
467,584,467,465,283,481,481
1013,1343,1013,991,518,1042,1042
1772,2662,1772,1695,771,1825,1825
2203,4213,2203,2029,826,2277,2277
1663,4312,1663,1388,563,1685,1685
486,1598,486,347,121,482,482
59,238,59,29,6,52,52
2,11,2,0,0,1,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,,0,0
,0,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,

1,2,1,1,0,1,1
7990,15331,7990,7275,3331,8177,8177
15,16,15,15,14,15,15
0,0,0,0,0,0,0
15,16,15,15,14,15,15
34,36,34,35,29,34,34
81,88,81,83,63,82,82
195,230,195,198,137,201,201
467,584,467,465,283,481,481
1013,1343,1013,991,518,1042,1042
1772,2662,1772,1695,771,1825,1825
2203,4213,2203,2029,826,2277,2277
1663,4312,1663,1388,563,1685,1685
486,1598,486,347,121,482,482
59,238,59,29,6,52,52
2,11,2,0,0,1,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,,0,0
,0,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,

0,4,1,0,0,1,1
7990,15331,7990,7275,3331,8177,8177
15,16,15,15,14,15,15
0,0,0,0,0,0,0
15,16,15,15,14,15,15
34,36,34,35,29,34,34
81,88,81,83,63,82,82
195,230,195,198,137,201,201
467,584,467,465,283,481,481
1013,1343,1013,991,518,1042,1042
1772,2662,1772,1695,771,1825,1825
2203,4213,2203,2029,826,2277,2277
1663,4312,1663,1388,563,1685,1685
486,1598,486,347,121,482,482
59,238,59,29,6,52,52
2,11,2,0,0,1,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,,0,0
,0,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,

0,1,1,5,5,0,1
7990,15331,7990,7275,3331,8177,8177
15,16,15,15,14,15,15
0,0,0,0,0,0,0
15,16,15,15,14,15,15
34,36,34,35,29,34,34
81,88,81,83,63,82,82
195,230,195,198,137,201,201
467,584,467,465,283,481,481
1013,1343,1013,991,518,1042,1042
1772,2662,1772,1695,771,1825,1825
2203,4213,2203,2029,826,2277,2277
1663,4312,1663,1388,563,1685,1685
486,1598,486,347,121,482,482
59,238,59,29,6,52,52
2,11,2,0,0,1,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,,0,0
,0,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,

0,1,1,1,0,1,1
7990,15331,7990,7275,3331,8177,8177
15,16,15,15,14,15,15
0,0,0,0,0,0,0
15,16,15,15,14,15,15
34,36,34,35,29,34,34
81,88,81,83,63,82,82
195,230,195,198,137,201,201
467,584,467,465,283,481,481
1013,1343,1013,991,518,1042,1042
1772,2662,1772,1695,771,1825,1825
2203,4213,2203,2029,826,2277,2277
1663,4312,1663,1388,563,1685,1685
486,1598,486,347,121,482,482
59,238,59,29,6,52,52
2,11,2,0,0,1,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,,0,0
,0,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,

1,3,1,1,0,1,1
7990,15331,7990,7275,3331,8177,8177
15,16,15,15,14,15,15
0,0,0,0,0,0,0
15,16,15,15,14,15,15
34,36,34,35,29,34,34
81,88,81,83,63,82,82
195,230,195,198,137,201,201
467,584,467,465,283,481,481
1013,1343,1013,991,518,1042,1042
1772,2662,1772,1695,771,1825,1825
2203,4213,2203,2029,826,2277,2277
1663,4312,1663,1388,563,1685,1685
486,1598,486,347,121,482,482
59,238,59,29,6,52,52
2,11,2,0,0,1,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,,0,0
,0,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,

0,1,1,0,0,1,1
7990,15331,7990,7275,3331,8177,8177
15,16,15,15,14,15,15
0,0,0,0,0,0,0
15,16,15,15,14,15,15
34,36,34,35,29,34,34
81,88,81,83,63,82,82
195,230,195,198,137,201,201
467,584,467,465,283,481,481
1013,1343,1013,991,518,1042,1042
1772,2662,1772,1695,771,1825,1825
2203,4213,2203,2029,826,2277,2277
1663,4312,1663,1388,563,1685,1685
486,1598,486,347,121,482,482
59,238,59,29,6,52,52
2,11,2,0,0,1,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,,0,0
,0,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,

0,2,1,0,0,1,1
7990,15331,7990,7275,3331,8177,8177
15,16,15,15,14,15,15
0,0,0,0,0,0,0
15,16,15,15,14,15,15
34,36,34,35,29,34,34
81,88,81,83,63,82,82
195,230,195,198,137,201,201
467,584,467,465,283,481,481
1013,1343,1013,991,518,1042,1042
1772,2662,1772,1695,771,1825,1825
2203,4213,2203,2029,826,2277,2277
1663,4312,1663,1388,563,1685,1685
486,1598,486,347,121,482,482
59,238,59,29,6,52,52
2,11,2,0,0,1,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,,0,0
,0,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,

0,2,1,1,0,1,1
