20 0,20 0,20 0,20 0,20 0,20 0,0 0
degeneracy:0,degeneracy:0,degeneracy:0,degeneracy:0,degeneracy:0,degeneracy:0,degeneracy:0
n:20,n:20,n:20,n:20,n:20,n:20,n:0
dominated:8 7 7 6 9 9 4 3 4 2 3 3 4 5 4 4 6 5 3 4 ,dominated:5 5 7 6 4 6 8 4 4 2 5 5 6 4 3 6 7 5 4 4 ,dominated:9 8 10 9 9 5 2 2 3 4 4 2 4 4 5 4 4 5 4 3 ,dominated:7 4 12 7 9 7 1 4 3 4 3 5 5 5 4 5 5 3 3 4 ,dominated:20 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ,dominated:20 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ,dominated:
26,17,20,18,27,26,0
450295,468613,391153,280415,524289,524289,1
0,0,0,0,0,0,1
0,0,0,0,1,1,
0,0,0,0,19,19,
0,0,2,0,171,171,
12,0,67,0,969,969,
268,16,640,36,3876,3876,
2125,490,3196,553,11628,11628,
9140,4536,10426,3329,27132,27132,
25636,19630,24748,11485,50388,50388,
51442,49721,45177,26592,75582,75582,
77614,83697,65143,44635,92378,92378,
90393,100944,74971,56516,92378,92378,
82261,91262,68921,55082,75582,75582,
58675,63480,50350,41671,50388,50388,
32690,34368,28946,24474,27132,27132,
14091,14468,12906,11079,11628,11628,
4620,4670,4367,3807,3876,3876,
1118,1121,1085,965,969,969,
189,189,187,171,171,171,
20,20,20,19,20,20,
1,1,1,1,1,1,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
