85049,71289,84910,79710,70686,70998,71499
703567506,583395689,699439876,652423642,590497302,607118943,651429319
42,42,42,42,42,42,42
0,0,0,0,0,0,0
42,42,42,42,42,42,42
259,267,261,262,269,268,263
1898,2028,1938,1941,2042,2042,1959
14412,15810,14907,14844,15996,15993,15060
105885,116991,110433,109032,119990,119217,111100
715918,778975,748308,731302,817037,802537,747526
4247913,4454109,4425669,4278855,4803530,4654171,4378696
20992499,20817551,21703763,20765821,23020205,22076471,21206008
80614901,74589575,82425231,78071278,83068954,79879033,79243416
214954640,184418162,216510322,203000905,198105266,196313420,204018111
311032086,247397606,306420009,284095427,237003165,253577342,282032605
69677256,49976187,65983329,60382908,43059388,48972190,58737653
1209797,828386,1095664,971025,481418,706217,936880
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
,,,,,,

