15,15,15,15,15,15,15
1/16,1/16,1/16,1/16,1/16,1/16,1/16
1/8,1/8,1/8,1/8,1/8,1/8,1/8
1/4,1/4,1/4,1/4,1/4,1/4,1/4
1/2,1/2,1/2,1/2,1/2,1/2,1/2
47 msec.,39 msec.,33 msec.,46 msec.,46 msec.,49 msec.,46 msec.
5594,5007,5685,7315,5107,5806,7451
0,0,0,0,0,0,0
15,15,15,15,15,15,15
39,33,32,38,40,42,39
112,75,68,104,114,128,108
297,158,135,277,296,355,281
676,321,281,674,657,815,656
1204,653,599,1341,1125,1379,1303
1503,1124,1129,1958,1397,1546,1972
1168,1414,1604,1876,1078,1080,1946
537,1048,1393,904,373,422,975
43,166,390,123,12,24,153
0,0,39,5,0,0,3
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,

