59,34,59,61,32,40,65
5595,5008,5686,7316,5108,5807,7452
i:0 1,i:0 1,i:0 1,i:0 1,i:0 1,i:0 1,i:0 1
i:1 15,i:1 15,i:1 15,i:1 15,i:1 15,i:1 15,i:1 15
i:2 39,i:2 33,i:2 32,i:2 38,i:2 40,i:2 42,i:2 39
i:3 112,i:3 75,i:3 68,i:3 104,i:3 114,i:3 128,i:3 108
i:4 297,i:4 158,i:4 135,i:4 277,i:4 296,i:4 355,i:4 281
i:5 676,i:5 321,i:5 281,i:5 674,i:5 657,i:5 815,i:5 656
i:6 1204,i:6 653,i:6 599,i:6 1341,i:6 1125,i:6 1379,i:6 1303
i:7 1503,i:7 1124,i:7 1129,i:7 1958,i:7 1397,i:7 1546,i:7 1972
i:8 1168,i:8 1414,i:8 1604,i:8 1876,i:8 1078,i:8 1080,i:8 1946
i:9 537,i:9 1048,i:9 1393,i:9 904,i:9 373,i:9 422,i:9 975
i:10 43,i:10 166,i:10 390,i:10 123,i:10 12,i:10 24,i:10 153
i:11 0,i:11 0,i:11 39,i:11 5,i:11 0,i:11 0,i:11 3
i:12 0,i:12 0,i:12 0,i:12 0,i:12 0,i:12 0,i:12 0
i:13 0,i:13 0,i:13 0,i:13 0,i:13 0,i:13 0,i:13 0
i:14 0,i:14 0,i:14 0,i:14 0,i:14 0,i:14 0,i:14 0
i:15 0,i:15 0,i:15 0,i:15 0,i:15 0,i:15 0,i:15 0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,

