0,0,0,0,0,0,0,0,0,0
153,294,52,52,153,72,102,153,52,165
9,9,9,9,9,9,9,9,9,9
0,0,0,0,0,0,0,0,0,0
9,9,9,9,9,9,9,9,9,9
15,21,9,9,14,10,11,15,9,18
22,39,8,8,21,11,14,22,8,27
28,61,7,7,29,11,17,28,7,31
30,71,6,6,31,10,18,30,6,31
26,56,5,5,26,9,16,26,5,26
16,28,4,4,16,7,11,16,4,16
6,8,3,3,6,4,5,6,3,6
1,1,1,1,1,1,1,1,1,1
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,

